id_ruelle,arrondissement,limite_1,limite_2,longueur_m,largeur_m,type_surface,amenagement_vert,condition_surface,condition_drainage,cote_globale,commentaires
104003245,Plateau - Mont-Royal,rue Marie-Anne Est,rue Rachel Est,209,4.5,Asphalte,0,Passable,Très bon,3,
104003246,Plateau - Mont-Royal,rue Sherbrooke Ouest,rue Milton,167,5.6,Asphalte,0,Passable,Passable,3,
104003247,Plateau - Mont-Royal,avenue Bureau,rue De Courville,163,5.8,Asphalte,0,Bon,Bon,2.5,
104003248,Plateau - Mont-Royal,rue De Courville,avenue Bureau,161,5.9,Asphalte,0,Bon,Bon,2,
104003249,Plateau - Mont-Royal,rue Drolet,rue Boucher,199,4.8,Asphalte,0,Bon,Bon,2.5,
104003250,Plateau - Mont-Royal,avenue du Mont-Royal Ouest,avenue Villeneuve,184,5.2,Asphalte,0,Bon,Bon,2,
104003251,Plateau - Mont-Royal,rue Généreux,rue Gilford,244,4,Béton,1,Très bon,Très bon,2,Ruelle identifiée verte
104003252,Plateau - Mont-Royal,rue De Courville,avenue Bureau,163,6,Asphalte,0,Passable,Bon,3,
104003253,Plateau - Mont-Royal,avenue Laurier Est,rue Masson,231,4.2,Béton,0,Passable,Passable,3.5,Puisard complètement obstrué et accumulation d'eau au sol - grille endommagée représentant un danger pour les piétons
104003254,Plateau - Mont-Royal,rue Saint-Viateur Ouest,rue Bernard Ouest,287,3.4,Béton,0,Bon,Bon,2.5,
104003441,Rosemont - La Petite-Patrie,12e avenue,boulevard Saint-Michel,27,3.2,Asphalte,0,Très bon,Très bon,0.5,
104006193,Villeray - St-Michel - Parc-Extension,rue L.-O.-David,Rue villeray,130,3.7,Béton,0,Très bon,Très bon,0.5,
104006194,Villeray - St-Michel - Parc-Extension,rue L.-O.-David,Rue villeray,130,3.7,,,,,,Ruelle sans revêtement (gravier)
104006195,Villeray - St-Michel - Parc-Extension,rue Villeray,rue Tillemont,131,3.7,Béton,0,Très bon,Très bon,0.5,
104003255,Plateau - Mont-Royal,avenue Van Horne,rue Bernard Ouest,253,4,Béton,1,Passable,Très bon,3,
104003256,Plateau - Mont-Royal,avenue Bureau,rue Marie-Anne Est,201,5.1,Asphalte,0,Bon,Bon,2.5,
104003257,Plateau - Mont-Royal,rue Bernard Ouest,rue Saint-Viateur Ouest,287,3.8,Béton,0,Bon,Très bon,2,
104003258,Plateau - Mont-Royal,rue Roy Est,avenue Duluth Est,293,3.8,Asphalte,0,Bon,Passable,2,
104003259,Plateau - Mont-Royal,rue Bernard Ouest,rue Saint-Viateur Ouest,287,3.9,Béton,0,Bon,Bon,2.5,
104003260,Plateau - Mont-Royal,rue Roy Est,avenue Duluth Est,291,3.8,Asphalte,0,Bon,Bon,2.5,
104003261,Plateau - Mont-Royal,rue Généreux,rue Gilford,235,5,Asphalte,0,Bon,Bon,1.5,
104003262,Plateau - Mont-Royal,rue Roy Est,avenue Duluth Est,292,4.1,Asphalte,0,Bon,Passable,2.5,
104006200,Villeray - St-Michel - Parc-Extension,avenue De L'Épée,rue Jean-Talon Ouest,137,3.6,Asphalte,0,Très bon,Très bon,0.5,Revêtement mixte asphalte et gravier
104006201,Villeray - St-Michel - Parc-Extension,rue Villeray,rue Tillemont,131,3.8,Béton,0,Très bon,Très bon,0.5,
104006202,Villeray - St-Michel - Parc-Extension,avenue Émile-Journault,rue Legendre Est,140,3.6,Béton,0,Très bon,Très bon,0.5,
104006203,Villeray - St-Michel - Parc-Extension,rue Everett,rue Jean-Talon Est,139,3.7,Béton,0,Très bon,Très bon,0.5,
104006204,Villeray - St-Michel - Parc-Extension,avenue 25e,boulevard Pie-IX,140,3.6,,,,,,Ruelle sans revêtement (gravier)
104006205,Villeray - St-Michel - Parc-Extension,rue Guizot Est,rue de Liège Est,119,4.3,Asphalte,0,Très bon,Très bon,0.5,
104006206,Villeray - St-Michel - Parc-Extension,rue Tillemont,Rue villeray,139,3.7,Béton,0,Très bon,Très bon,0.5,
104006207,Villeray - St-Michel - Parc-Extension,24e avenue,boulevard Pie-IX,141,3.6,Béton,0,Très bon,Très bon,0.5,
104003265,Plateau - Mont-Royal,rue Aylmer,rue Aylmer,218,5.6,Béton,0,Bon,Bon,2.5,Revêtement mixte asphalte et béton
104003266,Plateau - Mont-Royal,rue La Mennais,rue Généreux,234,5.2,Asphalte,0,Bon,Bon,2.5,
104003267,Plateau - Mont-Royal,rue Gilford,rue Généreux,241,5.2,Béton,0,Passable,Très bon,3,
104006016,Villeray - St-Michel - Parc-Extension,avenue Casgrain,avenue De Gaspé,29,5.5,Asphalte,0,Très bon,Très bon,0.5,
104006208,Villeray - St-Michel - Parc-Extension,24e avenue,boulevard Pie-IX,141,3.6,Béton,0,Très bon,Très bon,0.5,
104006209,Villeray - St-Michel - Parc-Extension,rue Everett,rue Jean-Talon Est,142,3.6,Béton,0,Très bon,Bon,1.5,
104006210,Villeray - St-Michel - Parc-Extension,rue Everett,rue Jean-Talon Est,142,3.6,Béton,0,Très bon,Bon,1.5,
104006211,Villeray - St-Michel - Parc-Extension,rue Everett,rue L.-O.-David,143,3.6,Béton,0,Très bon,Très bon,0.5,
104006212,Villeray - St-Michel - Parc-Extension,rue Everett,rue L.-O.-David,144,3.6,Béton,1,Très bon,Très bon,0.5,Ruelle identifiée verte
104006213,Villeray - St-Michel - Parc-Extension,rue Guizot Est,rue de Liège Est,123,4.3,Asphalte,0,Bon,Très bon,1.5,
104006214,Villeray - St-Michel - Parc-Extension,rue Jarry Est,boulevard Crémazie Est,138,3.8,Béton,0,Très bon,Très bon,0.5,
104006215,Villeray - St-Michel - Parc-Extension,rue Jarry Est,rue Mistral,106,5.1,Asphalte,0,Passable,Passable,3.5,
104006216,Villeray - St-Michel - Parc-Extension,rue Bélanger,rue Bélair,118,4.6,Béton,0,Très bon,Très bon,0.5,
104006217,Villeray - St-Michel - Parc-Extension,rue de Liège Est,boulevard Crémazie Est,111,4.9,Béton,0,Très bon,Très bon,0.5,
104006218,Villeray - St-Michel - Parc-Extension,rue Bélanger,rue Jean-Talon Est,148,3.7,Béton,0,Très bon,Très bon,0.5,
104006026,Villeray - St-Michel - Parc-Extension,rue des Écores,avenue Louis-Hébert,32,5,Béton,0,Très bon,Très bon,0.5,
104006027,Villeray - St-Michel - Parc-Extension,rue Molson,rue De Beaujeu,43,3.8,Béton,0,Très bon,Très bon,0.5,
104006028,Villeray - St-Michel - Parc-Extension,18e avenue,19e avenue,36,4.6,Béton,0,Très bon,Très bon,1.5,
104006029,Villeray - St-Michel - Parc-Extension,rue Saint-Dominique,avenue Casgrain,27,6.2,Béton,0,Très bon,Très bon,0.5,
104006220,Villeray - St-Michel - Parc-Extension,rue Jean-Talon Est,rue De Beaujeu,78,7,Béton,0,Très bon,Très bon,1.5,
104006221,Villeray - St-Michel - Parc-Extension,rue Guizot Est,rue de Liège Est,119,4.6,Asphalte,1,Très bon,Très bon,0.5,Ruelle identifiée verte
104006222,Villeray - St-Michel - Parc-Extension,rue Guizot Est,rue de Liège Est,120,4.6,Asphalte,1,Très bon,Très bon,1.5,Ruelle identifiée verte
104006223,Villeray - St-Michel - Parc-Extension,avenue Beaumont,rue Jean-Talon Ouest,150,3.7,Béton,0,Très bon,Bon,1.5,
104006224,Villeray - St-Michel - Parc-Extension,rue Guizot Est,rue de Liège Est,122,4.6,Asphalte,1,Très bon,Très bon,0.5,Ruelle identifiée verte
104006225,Villeray - St-Michel - Parc-Extension,avenue d'Anvers,rue de Liège Ouest,183,3.1,,,,,,Ruelle sans revêtement (gravier)
104006226,Villeray - St-Michel - Parc-Extension,avenue Émile-Journault,rue Legendre Est,155,3.6,Béton,0,Très bon,Très bon,0.5,
104006227,Villeray - St-Michel - Parc-Extension,rue de Liège Est,rue Guizot Est,123,4.6,Asphalte,1,Très bon,Très bon,0.5,Ruelle identifiée verte
104006515,Ville-Marie,rue de Bordeaux,avenue De Lorimier,24,3.9,Asphalte,0,Très bon,Très bon,0.5,
104006516,Ville-Marie,boulevard De Maisonneuve Ouest,rue Sainte-Catherine Ouest,35,2.7,,,,,,Ruelle sans revêtement (gravier)
104006517,Ville-Marie,rue Towers,rue du Fort,26,3.6,,,,,,Zone de chantier
104006518,Ville-Marie,avenue Lincoln,rue Sherbrooke Ouest,21,4.6,Asphalte,0,Très bon,Très bon,1.5,
104006519,Ville-Marie,rue Logan,boulevard De Maisonneuve Est,19,4.9,Béton,0,Très bon,Très bon,0.5,
104006520,Ville-Marie,rue Tupper,rue Baile,24,3.9,Asphalte,0,Passable,Très bon,3,
104006521,Ville-Marie,rue Bercy,avenue Gascon,30,3.2,Asphalte,0,Très bon,Très bon,1.5,Ruelle identifiée verte sans aménagement vert
104006718,Ville-Marie,rue Chapleau,rue Sheppard,36,5.1,Asphalte,0,Très bon,Très bon,0.5,
104006719,Ville-Marie,rue Peel,rue Stanley,40,4.6,Béton,0,Très bon,Très bon,0.5,
104006720,Ville-Marie,boulevard René-Lévesque Ouest,rue Sainte-Catherine Ouest,44,4.3,,,,,,Revêtement recouvert temporairement de gravier - Chantier à proximité
104006721,Ville-Marie,boulevard De Maisonneuve Ouest,rue Sainte-Catherine Ouest,34,5.6,Asphalte,0,Très bon,Très bon,1.5,
104006722,Ville-Marie,boulevard René-Lévesque Ouest,rue Sainte-Catherine Ouest,30,6.2,Béton,0,Bon,Très bon,2.5,Revêtement mixte béton et gravier
104006723,Ville-Marie,rue Frontenac,rue D'Iberville,31,6.1,Asphalte,0,Bon,Très bon,2,
104006561,Ville-Marie,rue Montgomery,rue Wurtele,28,4.1,Asphalte,0,Très bon,Très bon,1.5,Ruelle identifiée verte sans aménagement vert
104006562,Ville-Marie,avenue des Érables,rue Parthenais,27,4.3,,,,,,Ruelle sans revêtement (gravier)
104006563,Ville-Marie,rue Wurtele,rue Montgomery,27,4.3,Asphalte,0,Très bon,Très bon,0.5,
104006564,Ville-Marie,rue De La Gauchetière Est,avenue Viger Est,33,3.5,,,,,,Ruelle sans revêtement (gravier)
104006565,Ville-Marie,rue Saint-Marc,rue Towers,29,4.1,Asphalte,0,Très bon,Très bon,1.5,
104006566,Ville-Marie,rue Baile,boulevard René-Lévesque Ouest,26,4.6,,,,,,Ruelle sans revêtement (gravier)
104006567,Ville-Marie,rue Frontenac,rue D'Iberville,27,4.3,Asphalte,0,Très bon,Très bon,0.5,
104006568,Ville-Marie,rue Hogan,rue Montgomery,27,4.4,Asphalte,0,Bon,Très bon,2,
104006569,Ville-Marie,rue Montgomery,rue Wurtele,27,4.3,Asphalte,0,Très bon,Très bon,0.5,
104006570,Ville-Marie,rue Dufresne,rue Fullum,35,3.4,Pavé,1,Très bon,Très bon,0.5,Revêtement mixte pavé et végétation
104006571,Ville-Marie,rue Crescent,rue de la Montagne,31,3.9,Asphalte,0,Bon,Très bon,2,
104006572,Ville-Marie,rue Olivier-Robert,rue Logan,26,4.5,Asphalte,0,Très bon,Très bon,1.5,
104006617,Ville-Marie,rue de Bordeaux,rue Dorion,31,4.3,Asphalte,0,Très bon,Très bon,0.5,
104006618,Ville-Marie,rue Olivier-Robert,rue Logan,26,5.1,Asphalte,0,Très bon,Très bon,0.5,
104006619,Ville-Marie,rue Bercy,avenue Gascon,29,4.6,Asphalte,0,Très bon,Très bon,1.5,Ruelle identifiée verte sans aménagement vert
104006620,Ville-Marie,rue Baile,rue Tupper,32,4.2,Béton,0,Très bon,Très bon,1.5,
104006621,Ville-Marie,rue Hogan,rue Bercy,30,4.5,Asphalte,0,Très bon,Très bon,0.5,
104006622,Ville-Marie,rue Frontenac,avenue Gascon,32,4.2,Béton,0,Passable,Très bon,3.5,Revêtement mixte béton et asphalte
104006623,Ville-Marie,rue Lespérance,rue Florian,29,4.8,Asphalte,0,Bon,Très bon,2,Revêtement mixte asphalte et béton
104006624,Ville-Marie,rue Florian,rue Wurtele,27,5.1,Asphalte,0,Très bon,Très bon,0.5,Ruelle identifiée verte sans aménagement vert
104006625,Ville-Marie,rue Hogan,rue Bercy,29,4.7,Asphalte,1,Très bon,Très bon,0.5,Ruelle identifiée verte
104006818,Ville-Marie,rue Dufresne,rue D'Iberville,83,3.6,Asphalte,0,Bon,Très bon,2,
104006819,Ville-Marie,rue Panet,rue Plessis,63,4.8,Béton,0,Très bon,Très bon,0.5,
104006820,Ville-Marie,rue Logan,boulevard De Maisonneuve Est,52,5.9,Asphalte,0,Bon,Très bon,2,
104006464,Villeray - St-Michel - Parc-Extension,rue Everett,rue Boyer,323,5.1,Asphalte,0,Très bon,Bon,1.5,
104006465,Villeray - St-Michel - Parc-Extension,rue Villeray,rue Everett,364,4.5,Béton,0,Passable,Mauvais,4,
104006466,Villeray - St-Michel - Parc-Extension,rue Everett,Rue villeray,363,4.9,Asphalte,0,Bon,Passable,2.5,Perforation du pourtour du puisard
104006467,Villeray - St-Michel - Parc-Extension,rue Jean-Talon Est,rue de Castelnau est,248,7.6,,,,,,Zone de construction
104006468,Villeray - St-Michel - Parc-Extension,rue Villeray,rue Faillon est,258,7.6,Asphalte,0,Bon,Très bon,2,Obstruction visuelle
104006469,Ville-Marie,rue Sherbrooke Ouest,rue Ontario Ouest,8,7.4,Asphalte,0,Très bon,Très bon,0.5,
104006666,Ville-Marie,rue Frontenac,rue D'Iberville,28,5.7,Asphalte,0,Très bon,Très bon,1.5,Ruelle identifiée verte sans aménagement vert
104006667,Ville-Marie,rue Frontenac,rue D'Iberville,28,5.7,Asphalte,0,Très bon,Très bon,0.5,Ruelle identifiée verte sans aménagement vert
104006668,Ville-Marie,avenue De Lorimier,rue de Bordeaux,38,4.2,Asphalte,0,Très bon,Très bon,0.5,Revêtement mixte asphalte et béton
104006669,Ville-Marie,rue Frontenac,rue D'Iberville,27,5.8,Asphalte,0,Très bon,Très bon,1.5,Ruelle identifiée verte sans aménagement vert
104006670,Ville-Marie,rue Bishop,rue Crescent,34,4.7,Asphalte,0,Bon,Très bon,2,
104006671,Ville-Marie,rue Saint-Timothée,Rue Atateken,38,4.2,Asphalte,0,Très bon,Très bon,0.5,
104003982,Rosemont - La Petite-Patrie,-Rue saint Zotique,rue Bélanger,32,4.4,Asphalte,0,Bon,Très bon,1.5,
104003983,Rosemont - La Petite-Patrie,rue Alma,avenue De Gaspé,26,5.5,Asphalte,0,Passable,Bon,3.5,
104003984,Rosemont - La Petite-Patrie,rue Molson,Rue iberville,33,4.3,Béton,0,Très bon,Très bon,0.5,
104003985,Rosemont - La Petite-Patrie,boulevard Pie-IX,20e avenue,38,3.8,Béton,0,Très bon,Très bon,0.5,
104003986,Rosemont - La Petite-Patrie,boulevard Rosemont,rue des Carrières,33,4.4,Asphalte,0,Très bon,Bon,1.5,
104003987,Rosemont - La Petite-Patrie,13e avenue,12e avenue,33,4.3,Béton,0,Très bon,Bon,1.5,
104003988,Rosemont - La Petite-Patrie,rue Henri-Deslongchamps,18e avenue,31,4.7,Béton,0,Très bon,Très bon,0.5,
104003989,Rosemont - La Petite-Patrie,6 avenue,5e av,24,5.9,Béton,0,Très bon,Très bon,0.5,
104003990,Rosemont - La Petite-Patrie,rue Aylwin,rue Cuvillier,33,4.4,Béton,1,Très bon,Très bon,0.5,
104003991,Rosemont - La Petite-Patrie,12e avenue,boulevard Saint-Michel,37,3.8,Béton,0,Très bon,Très bon,0.5,
104003992,Rosemont - La Petite-Patrie,rue Chambord,rue De Normanville,38,3.8,Asphalte,0,Passable,Très bon,3,
104003993,Rosemont - La Petite-Patrie,rue De Lanaudière,rue Garnier,37,3.9,Asphalte,0,Très bon,Très bon,0.5,
104003994,Rosemont - La Petite-Patrie,avenue De Gaspé,avenue Casgrain,26,5.6,Béton,0,Très bon,Très bon,0.5,
104003795,Rosemont - La Petite-Patrie,avenue Jeanne-d'Arc,avenue Charlemagne,29,4.2,Béton,1,Très bon,Très bon,0.5,
104003796,Rosemont - La Petite-Patrie,29e avenue,30e avenue,30,4.1,Aucun,,,,,Ruelle sans revêtement
104003995,Rosemont - La Petite-Patrie,boulevard Pie-IX,20e avenue,36,4,Aucun,,,,,Ruelle sans revêtement
104003996,Rosemont - La Petite-Patrie,boulevard Rosemont,rue des Carrières,36,4,Béton,0,Très bon,Très bon,1.5,
104003997,Rosemont - La Petite-Patrie,rue Saint-Germain,rue Darling,31,4.6,Béton,0,Bon,Bon,2,
104003998,Rosemont - La Petite-Patrie,27e avenue,28e avenue,31,4.6,Béton,0,Très bon,Très bon,0.5,
104003999,Rosemont - La Petite-Patrie,rue De Normanville,rue De La Roche,36,4,Asphalte,0,Très bon,Passable,1.5,Obstruction d'un puisard par des déchets ménagers
104004000,Rosemont - La Petite-Patrie,boulevard Pie-IX,avenue Jeanne-d'Arc,32,4.5,Asphalte,0,Très bon,Très bon,1.5,
104004001,Rosemont - La Petite-Patrie,1re avenue,rue Molson,38,3.8,Béton,0,Très bon,Très bon,0.5,
104004002,Rosemont - La Petite-Patrie,avenue Louis-Hébert,rue des Écores,35,4.1,Béton,1,Très bon,Très bon,0.5,Bac à fleurs à l'entrée de la ruelle
104004003,Rosemont - La Petite-Patrie,rue Bélanger,rue Dante,34,4.3,Béton,0,Très bon,Bon,1.5,
104004004,Rosemont - La Petite-Patrie,rue Bélanger,rue Dante,35,4.2,Asphalte,0,Bon,Très bon,2,
104003802,Rosemont - La Petite-Patrie,17e avenue,16e avenue,31,3.9,Béton,0,Bon,Très bon,1.5,
104003803,Rosemont - La Petite-Patrie,rue Beaubien Est,-Rue saint Zotique,27,4.5,Béton,0,Très bon,Très bon,1.5,
104003804,Rosemont - La Petite-Patrie,5e ave,4e ave,29,4.3,Béton,0,Très bon,Très bon,0.5,
104003805,Rosemont - La Petite-Patrie,-Rue saint Zotique,rue Beaubien Est,32,3.8,Béton,0,Très bon,Très bon,1.5,
104003806,Rosemont - La Petite-Patrie,30e avenue,29e avenue,29,4.2,Béton,0,Passable,Passable,3,
104003807,Rosemont - La Petite-Patrie,24e avenue,23e avenue,28,4.3,Béton,0,Très bon,Très bon,0.5,
104003808,Rosemont - La Petite-Patrie,21e avenue,20e avenue,36,3.4,Béton,0,Très bon,Très bon,0.5,
104003809,Rosemont - La Petite-Patrie,28e avenue,29e avenue,29,4.2,Béton,,,,,Chantier de construction en cours
104003810,Rosemont - La Petite-Patrie,rue Lafond,13e avenue,28,4.4,Béton,0,Très bon,Très bon,0.5,
104004008,Rosemont - La Petite-Patrie,15e avenue,14e avenue,26,5.5,Asphalte,0,Très bon,Très bon,0.5,
104004009,Rosemont - La Petite-Patrie,rue Fabre,rue Garnier,32,4.6,Béton,0,Très bon,Très bon,0.5,
104004010,Rosemont - La Petite-Patrie,boulevard Rosemont,rue des Carrières,33,4.4,Asphalte,0,Très bon,Très bon,0.5,
104004011,Rosemont - La Petite-Patrie,avenue Bourbonnière,18e avenue,34,4.3,Béton,0,Très bon,Très bon,0.5,
104003608,Rosemont - La Petite-Patrie,1re avenue,rue Molson,26,4,Béton,0,Très bon,Très bon,0.5,
104003609,Rosemont - La Petite-Patrie,avenue Mozart Ouest,rue Saint-Zotique Ouest,29,3.6,Asphalte,0,Très bon,Très bon,0.5,
104003610,Rosemont - La Petite-Patrie,10e avenue,-9e avenue,26,3.9,Béton,0,Très bon,Très bon,0.5,
104003611,Rosemont - La Petite-Patrie,-Rue saint Zotique,rue Bélanger,28,3.8,Asphalte,0,Très bon,Très bon,0.5,
104003811,Rosemont - La Petite-Patrie,23e avenue,24e avenue,28,4.4,Béton,0,Très bon,Très bon,0.5,
104003812,Rosemont - La Petite-Patrie,avenue Casgrain,avenue De Gaspé,27,4.5,Asphalte,0,Très bon,Très bon,0.5,
104003813,Rosemont - La Petite-Patrie,27e avenue,28e avenue,29,4.2,Béton,0,Très bon,Très bon,0.5,
104003814,Rosemont - La Petite-Patrie,26e avenue,25e avenue,31,4,Béton,0,Très bon,Passable,2.5,
104003815,Rosemont - La Petite-Patrie,boulevard Pie-IX,avenue Jeanne-d'Arc,32,3.9,Béton,0,Très bon,Très bon,0.5,
104003816,Rosemont - La Petite-Patrie,-Rue saint Zotique,rue Bélanger,31,4,Béton,0,Très bon,Très bon,0.5,
104003817,Rosemont - La Petite-Patrie,avenue d'Orléans,avenue Bourbonnière,28,4.4,Béton,1,Très bon,Très bon,0.5,
104003818,Rosemont - La Petite-Patrie,20e avenue,21e avenue,38,3.3,Béton,0,Très bon,Bon,1.5,
104003819,Rosemont - La Petite-Patrie,avenue Casgrain,rue Saint-Dominique,27,4.6,Béton,0,Très bon,Très bon,0.5,
104003615,Rosemont - La Petite-Patrie,7e avenue,6e avenue,26,3.9,Asphalte,1,Très bon,Très bon,0.5,
104003616,Rosemont - La Petite-Patrie,3e ave,2e avenue,26,4,Asphalte,0,Très bon,Bon,1.5,
104003617,Rosemont - La Petite-Patrie,24e avenue,23e avenue,28,3.8,Asphalte,0,Très bon,Très bon,0.5,
104003618,Rosemont - La Petite-Patrie,17e avenue,16e avenue,32,3.2,Béton,0,Très bon,Très bon,0.5,
104003619,Rosemont - La Petite-Patrie,6e avenue,5e ave,26,4,Béton,0,Très bon,Très bon,0.5,
104003620,Rosemont - La Petite-Patrie,1re avenue,2e avenue,27,3.8,Béton,1,Très bon,Très bon,0.5,Bac à fleurs à l'entrée de la ruelle
104003621,Rosemont - La Petite-Patrie,24e avenue,25e avenue,28,3.7,Béton,0,Très bon,Très bon,0.5,
104003622,Rosemont - La Petite-Patrie,30e avenue,29e avenue,30,3.5,Béton,0,Très bon,Très bon,0.5,
104003623,Rosemont - La Petite-Patrie,3e ave,2e av,25,4.2,Asphalte,0,Bon,Bon,2,
104003624,Rosemont - La Petite-Patrie,24e avenue,23e avenue,29,3.6,Béton,0,Bon,Mauvais,3,
104003824,Rosemont - La Petite-Patrie,26e avenue,27e avenue,28,4.4,Béton,0,Très bon,Très bon,0.5,
104003825,Rosemont - La Petite-Patrie,rue Chapleau,rue D'Iberville,26,4.7,Asphalte,1,Très bon,Très bon,0.5,Ruelle identifiée verte sans aménagements verts
104003826,Rosemont - La Petite-Patrie,rue Saint-Zotique Est,rue Beaubien Est,30,4.1,Asphalte,0,Très bon,Très bon,1.5,
104003424,Rosemont - La Petite-Patrie,4e avenue,3e avenue,26,3.3,Béton,0,Très bon,Très bon,0.5,
104003425,Rosemont - La Petite-Patrie,rue Bélanger,rue Saint-Zotique Est,20,4.3,Asphalte,0,Très bon,Très bon,0.5,
104003426,Rosemont - La Petite-Patrie,14e avenue,rue Lafond,27,3.2,Béton,0,Très bon,Mauvais,1.5,
104003427,Rosemont - La Petite-Patrie,rue Holt,rue Dandurand,31,2.8,Béton,0,Passable,Très bon,3,
104003625,Rosemont - La Petite-Patrie,3e avenue,2e ave,27,3.9,Asphalte,0,Très bon,Très bon,0.5,
104003626,Rosemont - La Petite-Patrie,7e avenue,6e avenue,27,3.9,Béton,1,Très bon,Très bon,0.5,
104003627,Rosemont - La Petite-Patrie,3e avenue,2e avenue,26,4,Asphalte,0,Passable,Très bon,3,
104003628,Rosemont - La Petite-Patrie,boulevard Rosemont,rue Holt,32,3.3,Asphalte,0,Bon,Très bon,2,
104003629,Rosemont - La Petite-Patrie,avenue De Lorimier,rue de Bordeaux,27,3.8,Béton,0,Passable,Passable,3,
104003630,Rosemont - La Petite-Patrie,7e avenue,6 avenue,26,4,Béton,0,Très bon,Très bon,0.5,
104003631,Rosemont - La Petite-Patrie,2e avenue,1re avenue,27,3.9,Béton,0,Très bon,Très bon,0.5,
104003632,Rosemont - La Petite-Patrie,boulevard Saint-Laurent,rue Clark,29,3.6,Asphalte,0,Très bon,Très bon,0.5,
104003633,Rosemont - La Petite-Patrie,rue de Bordeaux,rue Chabot,23,4.6,Béton,1,Bon,Très bon,2,Bac à fleurs à l'entrée de la ruelle
104003434,Rosemont - La Petite-Patrie,2e avenue,1re avenue,22,4,Asphalte,0,Très bon,Très bon,0.5,
104003435,Rosemont - La Petite-Patrie,rue Chabot,rue Cartier,24,3.6,Asphalte,1,Bon,Bon,2.5,
104003436,Rosemont - La Petite-Patrie,4e avenue,3e avenue,26,3.3,Asphalte,0,Passable,Très bon,3,Bac à fleurs à l'entrée de la ruelle
104003437,Rosemont - La Petite-Patrie,7e avenue,6 avenue,27,3.2,Béton,0,Très bon,Très bon,0.5,
104003438,Rosemont - La Petite-Patrie,29e avenue,28e avenue,29,3,Asphalte,0,Mauvais,Passable,3.5,Dégradation prononcée du revêtement
104003439,Rosemont - La Petite-Patrie,6e av,5e av,26,3.3,Béton,0,Très bon,Très bon,1.5,
104003440,Rosemont - La Petite-Patrie,5e ave,4e avenue,26,3.3,Asphalte,1,Très bon,Très bon,1.5,Revêtement mixte asphalte et béton
104003638,Rosemont - La Petite-Patrie,1re avenue,2e avenue,26,4,Béton,0,Très bon,Très bon,0.5,
104003639,Rosemont - La Petite-Patrie,-9e avenue,8e avenue,26,4,Asphalte,0,Très bon,Très bon,1.5,Revêtement mixte asphalte et béton
104003640,Rosemont - La Petite-Patrie,3e avenue,4e avenue,27,3.9,Béton,1,Très bon,Très bon,0.5,Bac à fleurs à l'entrée de la ruelle
104003641,Rosemont - La Petite-Patrie,4e avenue,3e avenue,26,4,Béton,0,Très bon,Très bon,0.5,
104003642,Rosemont - La Petite-Patrie,18e avenue,17e avenue,32,3.3,Aucun,,,,,Ruelle sans revêtement
104003643,Rosemont - La Petite-Patrie,5e ave,4e ave,26,4.1,Béton,0,Bon,Très bon,1.5,Revêtement mixte asphalte et béton
104003442,Rosemont - La Petite-Patrie,12e avenue,boulevard Saint-Michel,27,3.3,Béton,0,Passable,Bon,3.5,
104003443,Rosemont - La Petite-Patrie,rue Clark,rue Saint-Urbain,27,3.3,Asphalte,0,Bon,Très bon,0.5,
104003444,Rosemont - La Petite-Patrie,rue Waverly,rue Clark,27,3.3,Béton,0,Passable,Très bon,2,Revêtement mixte asphalte et béton
104003445,Rosemont - La Petite-Patrie,12e avenue,13e avenue,26,3.4,Béton,0,Bon,Très bon,2.5,Revêtement mixte asphalte et béton
104003446,Rosemont - La Petite-Patrie,23e avenue,24e avenue,28,3.2,Asphalte,0,Très bon,Très bon,0.5,
104003447,Rosemont - La Petite-Patrie,7e av,6e av,25,3.5,Béton,0,Très bon,Bon,1.5,
104003448,Rosemont - La Petite-Patrie,rue Lafond,13e avenue,28,3.2,Béton,0,Très bon,Très bon,0.5,
104003449,Rosemont - La Petite-Patrie,4e ave,3e ave,26,3.4,Asphalte,0,Très bon,Très bon,0.5,
104003450,Rosemont - La Petite-Patrie,1re avenue,2e avenue,26,3.4,Asphalte,0,Bon,Bon,2,
104003451,Rosemont - La Petite-Patrie,3e avenue,2e ave,22,4.2,Béton,0,Très bon,Très bon,0.5,
104003452,Rosemont - La Petite-Patrie,4e avenue,3e avenue,27,3.3,Béton,1,Très bon,Très bon,1.5,
104003453,Rosemont - La Petite-Patrie,14e avenue,rue Lafond,28,3.3,Asphalte,0,Très bon,Très bon,0.5,Revêtement mixte asphalte et béton
104003651,Rosemont - La Petite-Patrie,4e avenue,3e avenue,26,4.1,Béton,1,Très bon,Très bon,0.5,
104003263,Plateau - Mont-Royal,avenue Duluth Est,rue Roy Est,292,4.1,Asphalte,0,Bon,Bon,2.5,Ruelle identifiée verte sans aménagement vert
104003264,Plateau - Mont-Royal,rue Saint-Grégoire,avenue Laurier Est,203,6,Asphalte,0,Passable,Passable,3,Ruelle identifiée verte - Zone de construction à proximité - Présence de terre et gravier sur la chaussée
104003454,Rosemont - La Petite-Patrie,4e avenue,3e avenue,27,3.4,Asphalte,0,Passable,Passable,3.5,
104003455,Rosemont - La Petite-Patrie,rue Masson,boulevard Saint-Joseph Est,21,4.2,Béton,,,,,Surface obstruée
104003456,Rosemont - La Petite-Patrie,3e ave,2e ave,24,3.7,Béton,1,Bon,Très bon,2,Revêtement mixte asphalte et béton
